캠페인ID,캠페인명,시작일,종료일,채널,캠페인유형,타깃세그먼트,노출수,클릭수,전환수,집행비용,매출기여,브랜드,담당자
MKT-2602-1384,02월_29CM_유튜브_리타겟팅_1384,2026-02-07,2026-02-11,유튜브,리타겟팅,브랜드관심,2515071,108403,7313,8208185,91002607,29CM,박서연
MKT-2602-1343,02월_29CM_유튜브_리타겟팅_1343,2026-02-11,2026-02-15,유튜브,리타겟팅,브랜드관심,874807,43386,2872,10730426,86861343,29CM,박서연
MKT-2602-2342,02월_무신사_CRM_CRM_2342,2026-02-13,2026-02-17,CRM,CRM,브랜드관심,3894879,271929,28696,20272270,146369767,무신사,박서연
MKT-2602-1556,02월_무신사_카카오_리타겟팅_1556,2026-02-07,2026-02-10,카카오,리타겟팅,VIP,2650995,128918,6949,21543551,271105073,무신사,윤세영
MKT-2602-1896,02월_29CM_인스타그램_CRM_1896,2026-02-12,2026-02-19,인스타그램,CRM,VIP,511862,24110,3002,3590871,35187232,29CM,윤세영
MKT-2602-0034,02월_무신사_인스타그램_브랜딩_34,2026-02-14,2026-02-28,인스타그램,브랜딩,신규유입,517531,4862,54,7733214,16452385,무신사,이준혁
MKT-2602-0884,02월_무신사_네이버_퍼포먼스_884,2026-02-01,2026-02-10,네이버,퍼포먼스,VIP,2412399,69381,1995,17984913,87025003,무신사,윤세영
MKT-2602-2210,02월_무신사_카카오_CRM_2210,2026-02-10,2026-02-24,카카오,CRM,2030여성,753261,50631,4930,9836167,69951427,무신사,박서연
MKT-2602-2298,02월_29CM_앱푸시_CRM_2298,2026-02-16,2026-02-28,앱푸시,CRM,VIP,2453569,173577,29438,19551408,190694076,29CM,김지현
MKT-2602-2198,02월_무신사_카카오_CRM_2198,2026-02-15,2026-02-21,카카오,CRM,신규유입,2460417,141686,8865,20524372,135162231,무신사,최유진
MKT-2602-1855,02월_무신사_틱톡_리타겟팅_1855,2026-02-15,2026-02-19,틱톡,리타겟팅,이탈방지,942436,60188,3484,13703763,113250926,무신사,박서연
MKT-2602-1217,02월_29CM_틱톡_퍼포먼스_1217,2026-02-01,2026-02-10,틱톡,퍼포먼스,신규유입,1856404,58280,2459,20527516,91194297,29CM,박서연
MKT-2602-1806,02월_29CM_틱톡_리타겟팅_1806,2026-02-18,2026-02-22,틱톡,리타겟팅,MZ남성,2797235,160980,9289,29233198,314689537,29CM,김지현
MKT-2602-0420,02월_29CM_앱푸시_브랜딩_420,2026-02-05,2026-02-09,앱푸시,브랜딩,MZ남성,1660511,13298,107,21963700,65533925,29CM,송민아
MKT-2602-0284,02월_무신사_카카오_브랜딩_284,2026-02-15,2026-02-17,카카오,브랜딩,이탈방지,1806666,17376,162,18840148,49765912,무신사,이준혁
MKT-2602-0547,02월_29CM_틱톡_브랜딩_547,2026-02-21,2026-02-28,틱톡,브랜딩,브랜드관심,120345,1567,9,1732490,4076664,29CM,한도경
MKT-2602-2026,02월_29CM_유튜브_CRM_2026,2026-02-07,2026-02-18,유튜브,CRM,신규유입,1028436,73228,11504,12203744,101426239,29CM,박서연
MKT-2602-2464,02월_무신사_틱톡_CRM_2464,2026-02-12,2026-02-25,틱톡,CRM,MZ남성,1363027,99207,9137,10642151,84922775,무신사,박서연
MKT-2602-0317,02월_29CM_카카오_브랜딩_317,2026-02-15,2026-02-28,카카오,브랜딩,2030여성,146436,1152,14,943234,1460294,29CM,이준혁
MKT-2602-1829,02월_29CM_틱톡_리타겟팅_1829,2026-02-12,2026-02-14,틱톡,리타겟팅,2030여성,1297701,70006,3816,18271469,215350759,29CM,정하늘
MKT-2602-0054,02월_29CM_인스타그램_브랜딩_54,2026-02-08,2026-02-19,인스타그램,브랜딩,신규유입,402545,4962,54,5703275,9273269,29CM,한도경
MKT-2602-1577,02월_29CM_카카오_리타겟팅_1577,2026-02-04,2026-02-17,카카오,리타겟팅,MZ남성,6110424,334112,29434,25583231,304016564,29CM,박서연
MKT-2602-1103,02월_29CM_CRM_퍼포먼스_1103,2026-02-21,2026-02-27,CRM,퍼포먼스,VIP,697932,26895,932,8704769,34476204,29CM,정하늘
MKT-2602-2229,02월_무신사_앱푸시_CRM_2229,2026-02-11,2026-02-14,앱푸시,CRM,MZ남성,962615,74503,8570,10794030,97345496,무신사,한도경
MKT-2602-1045,02월_무신사_앱푸시_퍼포먼스_1045,2026-02-03,2026-02-13,앱푸시,퍼포먼스,브랜드관심,3043811,91334,2478,13244964,60130590,무신사,윤세영
MKT-2602-2154,02월_무신사_카카오_CRM_2154,2026-02-05,2026-02-07,카카오,CRM,2030여성,705220,55701,5702,8095478,47773832,무신사,이준혁
MKT-2602-0971,02월_무신사_카카오_퍼포먼스_971,2026-02-17,2026-02-28,카카오,퍼포먼스,이탈방지,2478136,81823,3088,23221106,136671844,무신사,윤세영
MKT-2602-0566,02월_29CM_틱톡_브랜딩_566,2026-02-14,2026-02-19,틱톡,브랜딩,신규유입,428648,6698,60,4390918,9041945,29CM,윤세영
MKT-2602-2266,02월_29CM_앱푸시_CRM_2266,2026-02-13,2026-02-14,앱푸시,CRM,브랜드관심,1721826,87284,13729,15177327,151057136,29CM,이준혁
MKT-2602-2275,02월_29CM_앱푸시_CRM_2275,2026-02-17,2026-02-28,앱푸시,CRM,VIP,2310493,117568,15289,22745366,153588647,29CM,김지현
MKT-2602-1462,02월_29CM_네이버_리타겟팅_1462,2026-02-12,2026-02-15,네이버,리타겟팅,이탈방지,2606229,87229,6552,10990048,125558823,29CM,박서연
MKT-2602-1557,02월_29CM_카카오_리타겟팅_1557,2026-02-01,2026-02-09,카카오,리타겟팅,VIP,1256849,55399,4817,15103767,215054056,29CM,정하늘
MKT-2602-1149,02월_29CM_CRM_퍼포먼스_1149,2026-02-04,2026-02-11,CRM,퍼포먼스,이탈방지,803392,19843,963,3841241,17112975,29CM,정하늘
MKT-2602-0283,02월_무신사_카카오_브랜딩_283,2026-02-03,2026-02-05,카카오,브랜딩,2030여성,2486504,13452,197,25417099,71830299,무신사,최유진
MKT-2602-1839,02월_무신사_틱톡_리타겟팅_1839,2026-02-21,2026-02-28,틱톡,리타겟팅,브랜드관심,361693,23532,1239,3460029,50166227,무신사,한도경
MKT-2602-1709,02월_무신사_CRM_리타겟팅_1709,2026-02-21,2026-02-28,CRM,리타겟팅,브랜드관심,351258,16358,1077,4924459,43978882,무신사,정하늘
MKT-2602-1168,02월_29CM_틱톡_퍼포먼스_1168,2026-02-14,2026-02-17,틱톡,퍼포먼스,이탈방지,1571839,65661,2679,13760326,59658209,29CM,박서연
MKT-2602-0843,02월_무신사_네이버_퍼포먼스_843,2026-02-12,2026-02-17,네이버,퍼포먼스,이탈방지,1489193,51725,1564,16086271,88618839,무신사,윤세영
MKT-2602-1945,02월_무신사_인스타그램_CRM_1945,2026-02-20,2026-02-28,인스타그램,CRM,VIP,2555395,196932,12019,8561925,45925648,무신사,박서연
MKT-2602-0412,02월_무신사_앱푸시_브랜딩_412,2026-02-21,2026-02-28,앱푸시,브랜딩,신규유입,276529,4712,49,3792988,6675480,무신사,윤세영
MKT-2602-2245,02월_무신사_앱푸시_CRM_2245,2026-02-03,2026-02-16,앱푸시,CRM,브랜드관심,182621,7426,592,1017536,8953950,무신사,정하늘
MKT-2602-2177,02월_무신사_카카오_CRM_2177,2026-02-03,2026-02-17,카카오,CRM,이탈방지,1099026,47512,5597,15274510,92784461,무신사,정하늘
MKT-2602-0960,02월_무신사_카카오_퍼포먼스_960,2026-02-03,2026-02-05,카카오,퍼포먼스,브랜드관심,882465,28531,746,5096814,21595606,무신사,박서연
MKT-2602-1467,02월_무신사_네이버_리타겟팅_1467,2026-02-04,2026-02-13,네이버,리타겟팅,이탈방지,243947,7820,469,3289912,45330013,무신사,이준혁
MKT-2602-0502,02월_무신사_CRM_브랜딩_502,2026-02-14,2026-02-18,CRM,브랜딩,이탈방지,645450,9909,57,6087992,17974087,무신사,윤세영
MKT-2602-1069,02월_무신사_CRM_퍼포먼스_1069,2026-02-11,2026-02-25,CRM,퍼포먼스,2030여성,1720213,43816,1481,8929065,37343144,무신사,윤세영
MKT-2602-1924,02월_무신사_인스타그램_CRM_1924,2026-02-19,2026-02-28,인스타그램,CRM,MZ남성,2260461,180507,14116,28940598,211835112,무신사,이준혁
MKT-2602-0712,02월_무신사_유튜브_퍼포먼스_712,2026-02-11,2026-02-14,유튜브,퍼포먼스,신규유입,1096640,30186,969,7145170,29518132,무신사,김지현
MKT-2602-0750,02월_29CM_유튜브_퍼포먼스_750,2026-02-06,2026-02-12,유튜브,퍼포먼스,VIP,757905,26254,1237,6943227,21318019,29CM,이준혁
MKT-2602-0708,02월_무신사_인스타그램_퍼포먼스_708,2026-02-19,2026-02-28,인스타그램,퍼포먼스,신규유입,428687,11604,579,3846100,22153526,무신사,한도경
MKT-2602-1918,02월_29CM_인스타그램_CRM_1918,2026-02-19,2026-02-28,인스타그램,CRM,2030여성,2088055,147972,13950,22743795,149148181,29CM,김지현
MKT-2602-0179,02월_무신사_네이버_브랜딩_179,2026-02-02,2026-02-13,네이버,브랜딩,브랜드관심,1349628,18037,236,15333009,37742482,무신사,박서연
MKT-2602-0788,02월_무신사_유튜브_퍼포먼스_788,2026-02-03,2026-02-05,유튜브,퍼포먼스,VIP,423907,14329,387,3931048,20692952,무신사,윤세영
MKT-2602-0724,02월_무신사_유튜브_퍼포먼스_724,2026-02-18,2026-02-28,유튜브,퍼포먼스,MZ남성,516913,8122,279,4765272,15888464,무신사,한도경
MKT-2602-1950,02월_29CM_인스타그램_CRM_1950,2026-02-04,2026-02-08,인스타그램,CRM,2030여성,1821733,125242,14096,21322709,204454107,29CM,한도경
MKT-2602-2104,02월_29CM_네이버_CRM_2104,2026-02-08,2026-02-22,네이버,CRM,VIP,1379271,102613,12363,5759016,54707558,29CM,송민아
MKT-2602-1020,02월_무신사_앱푸시_퍼포먼스_1020,2026-02-20,2026-02-28,앱푸시,퍼포먼스,이탈방지,861773,22937,503,12856178,49728323,무신사,이준혁
MKT-2602-1373,02월_무신사_유튜브_리타겟팅_1373,2026-02-12,2026-02-14,유튜브,리타겟팅,VIP,798755,44660,2977,4352006,46803109,무신사,한도경
MKT-2602-0070,02월_29CM_인스타그램_브랜딩_70,2026-02-05,2026-02-10,인스타그램,브랜딩,신규유입,936700,12486,146,13598684,35382102,29CM,이준혁
MKT-2602-1435,02월_무신사_네이버_리타겟팅_1435,2026-02-05,2026-02-17,네이버,리타겟팅,이탈방지,1133758,61970,4752,12869487,171756631,무신사,윤세영
MKT-2602-2384,02월_29CM_CRM_CRM_2384,2026-02-20,2026-02-27,CRM,CRM,2030여성,2708799,159999,27852,23771326,235685341,29CM,김지현
MKT-2602-0579,02월_무신사_틱톡_브랜딩_579,2026-02-03,2026-02-13,틱톡,브랜딩,이탈방지,2365435,22723,209,24391883,58366023,무신사,한도경
MKT-2602-1339,02월_무신사_유튜브_리타겟팅_1339,2026-02-09,2026-02-12,유튜브,리타겟팅,브랜드관심,1729240,81243,6976,22993312,290981015,무신사,이준혁
MKT-2602-1290,02월_무신사_인스타그램_리타겟팅_1290,2026-02-17,2026-02-28,인스타그램,리타겟팅,브랜드관심,996908,58515,4614,14641856,189960237,무신사,김지현
MKT-2602-0104,02월_무신사_유튜브_브랜딩_104,2026-02-14,2026-02-17,유튜브,브랜딩,이탈방지,3143607,33271,187,29345014,87145276,무신사,이준혁
MKT-2602-1636,02월_29CM_앱푸시_리타겟팅_1636,2026-02-20,2026-02-28,앱푸시,리타겟팅,신규유입,542231,20215,1512,2393873,22470365,29CM,송민아
MKT-2602-0421,02월_무신사_앱푸시_브랜딩_421,2026-02-20,2026-02-28,앱푸시,브랜딩,2030여성,917506,10127,62,2752913,4529355,무신사,박서연
MKT-2602-0832,02월_무신사_네이버_퍼포먼스_832,2026-02-21,2026-02-28,네이버,퍼포먼스,MZ남성,4818105,137175,5396,16393325,52472011,무신사,정하늘
MKT-2602-0743,02월_무신사_유튜브_퍼포먼스_743,2026-02-07,2026-02-19,유튜브,퍼포먼스,신규유입,1142995,22384,829,7647491,30180823,무신사,송민아
MKT-2602-1402,02월_무신사_유튜브_리타겟팅_1402,2026-02-01,2026-02-06,유튜브,리타겟팅,신규유입,1991306,114643,10560,17900151,144672689,무신사,김지현
MKT-2602-1401,02월_29CM_유튜브_리타겟팅_1401,2026-02-07,2026-02-11,유튜브,리타겟팅,VIP,48689,3183,182,550590,5522019,29CM,송민아
MKT-2602-1743,02월_무신사_CRM_리타겟팅_1743,2026-02-03,2026-02-16,CRM,리타겟팅,브랜드관심,4239168,175834,15552,23349649,312190906,무신사,김지현
MKT-2602-1764,02월_무신사_CRM_리타겟팅_1764,2026-02-09,2026-02-20,CRM,리타겟팅,브랜드관심,1446070,55782,4342,5099044,62385907,무신사,정하늘
MKT-2602-1635,02월_무신사_앱푸시_리타겟팅_1635,2026-02-09,2026-02-22,앱푸시,리타겟팅,신규유입,437097,13867,1234,5925493,78569062,무신사,윤세영
MKT-2602-1133,02월_29CM_CRM_퍼포먼스_1133,2026-02-10,2026-02-17,CRM,퍼포먼스,신규유입,1455879,46342,1117,8757663,47556417,29CM,한도경
MKT-2602-0143,02월_무신사_유튜브_브랜딩_143,2026-02-07,2026-02-18,유튜브,브랜딩,2030여성,3577993,63343,424,26187016,50440155,무신사,정하늘
MKT-2602-0261,02월_29CM_네이버_브랜딩_261,2026-02-01,2026-02-08,네이버,브랜딩,이탈방지,5395887,64608,733,25021490,62933082,29CM,박서연
MKT-2602-0337,02월_무신사_카카오_브랜딩_337,2026-02-06,2026-02-18,카카오,브랜딩,이탈방지,1131001,7911,65,13819259,27305851,무신사,송민아
MKT-2602-1803,02월_29CM_틱톡_리타겟팅_1803,2026-02-02,2026-02-08,틱톡,리타겟팅,브랜드관심,4466284,185967,9758,28948120,372929922,29CM,최유진
MKT-2602-2009,02월_무신사_유튜브_CRM_2009,2026-02-11,2026-02-17,유튜브,CRM,VIP,2029550,133070,8807,7113075,49909455,무신사,한도경
MKT-2602-0379,02월_무신사_앱푸시_브랜딩_379,2026-02-18,2026-02-27,앱푸시,브랜딩,VIP,6927457,67188,893,22135081,46984328,무신사,정하늘
MKT-2602-0594,02월_무신사_틱톡_브랜딩_594,2026-02-20,2026-02-28,틱톡,브랜딩,브랜드관심,984126,12026,68,5844099,15328562,무신사,한도경
MKT-2602-0219,02월_29CM_네이버_브랜딩_219,2026-02-13,2026-02-18,네이버,브랜딩,이탈방지,5169379,52730,565,24388808,67927803,29CM,김지현
MKT-2602-0403,02월_29CM_앱푸시_브랜딩_403,2026-02-04,2026-02-09,앱푸시,브랜딩,2030여성,2335248,15130,137,24934858,45640350,29CM,윤세영
MKT-2602-2258,02월_무신사_앱푸시_CRM_2258,2026-02-09,2026-02-15,앱푸시,CRM,브랜드관심,2675922,191288,12302,21073180,143106958,무신사,한도경
MKT-2602-0653,02월_29CM_인스타그램_퍼포먼스_653,2026-02-06,2026-02-18,인스타그램,퍼포먼스,VIP,1000114,24245,914,11526850,52455387,29CM,이준혁
MKT-2602-1064,02월_무신사_CRM_퍼포먼스_1064,2026-02-01,2026-02-11,CRM,퍼포먼스,신규유입,1073020,44126,925,13265726,64782601,무신사,송민아
MKT-2602-1063,02월_29CM_CRM_퍼포먼스_1063,2026-02-03,2026-02-09,CRM,퍼포먼스,브랜드관심,610864,14070,446,8394717,30119961,29CM,이준혁
MKT-2602-0600,02월_무신사_틱톡_브랜딩_600,2026-02-19,2026-02-24,틱톡,브랜딩,이탈방지,5565032,56862,299,26045752,73455685,무신사,윤세영
MKT-2602-1723,02월_무신사_CRM_리타겟팅_1723,2026-02-02,2026-02-16,CRM,리타겟팅,이탈방지,5047407,196927,10010,19425471,225648279,무신사,송민아
MKT-2602-2128,02월_29CM_네이버_CRM_2128,2026-02-16,2026-02-17,네이버,CRM,신규유입,2001845,123205,17357,13529123,107769965,29CM,김지현
MKT-2602-2024,02월_29CM_유튜브_CRM_2024,2026-02-05,2026-02-17,유튜브,CRM,MZ남성,2475102,137609,12398,22393368,179431242,29CM,송민아
MKT-2602-0658,02월_29CM_인스타그램_퍼포먼스_658,2026-02-11,2026-02-24,인스타그램,퍼포먼스,이탈방지,2754230,77848,3117,26404282,106333346,29CM,정하늘
MKT-2602-2116,02월_무신사_네이버_CRM_2116,2026-02-15,2026-02-27,네이버,CRM,MZ남성,3626007,258651,22042,24203885,126607252,무신사,윤세영
MKT-2602-0808,02월_무신사_네이버_퍼포먼스_808,2026-02-08,2026-02-20,네이버,퍼포먼스,이탈방지,37818,720,25,565383,3149745,무신사,송민아
MKT-2602-0315,02월_무신사_카카오_브랜딩_315,2026-02-16,2026-02-28,카카오,브랜딩,이탈방지,1727250,14944,86,5807411,9382441,무신사,한도경
MKT-2602-0462,02월_무신사_CRM_브랜딩_462,2026-02-04,2026-02-09,CRM,브랜딩,MZ남성,864841,11654,109,11270616,17197833,무신사,송민아
MKT-2602-1207,02월_무신사_틱톡_퍼포먼스_1207,2026-02-06,2026-02-11,틱톡,퍼포먼스,2030여성,1588698,32144,1055,22982339,125887038,무신사,윤세영
MKT-2602-2087,02월_무신사_네이버_CRM_2087,2026-02-12,2026-02-17,네이버,CRM,브랜드관심,522140,36687,4351,3192643,28704834,무신사,박서연
MKT-2602-0419,02월_29CM_앱푸시_브랜딩_419,2026-02-02,2026-02-04,앱푸시,브랜딩,이탈방지,2533398,30830,370,23129545,52605745,29CM,송민아
MKT-2602-1306,02월_무신사_인스타그램_리타겟팅_1306,2026-02-20,2026-02-27,인스타그램,리타겟팅,이탈방지,731807,41876,3582,8556488,107863986,무신사,한도경
MKT-2602-0827,02월_29CM_네이버_퍼포먼스_827,2026-02-15,2026-02-20,네이버,퍼포먼스,MZ남성,1072085,33079,1322,13525095,50849121,29CM,송민아
MKT-2602-2123,02월_29CM_네이버_CRM_2123,2026-02-18,2026-02-22,네이버,CRM,이탈방지,1764702,85233,8426,12990814,100319651,29CM,송민아
MKT-2602-1507,02월_29CM_네이버_리타겟팅_1507,2026-02-13,2026-02-18,네이버,리타겟팅,MZ남성,4920268,184667,11380,15582956,125583061,29CM,박서연
MKT-2602-2431,02월_무신사_틱톡_CRM_2431,2026-02-07,2026-02-14,틱톡,CRM,VIP,600621,46459,4885,5215574,47209122,무신사,정하늘
MKT-2602-2152,02월_무신사_카카오_CRM_2152,2026-02-04,2026-02-12,카카오,CRM,신규유입,1937451,102965,12020,26551654,255656488,무신사,한도경
MKT-2602-2424,02월_29CM_틱톡_CRM_2424,2026-02-20,2026-02-24,틱톡,CRM,이탈방지,1504405,103134,10269,16999338,169278532,29CM,한도경
MKT-2602-1240,02월_무신사_틱톡_퍼포먼스_1240,2026-02-09,2026-02-10,틱톡,퍼포먼스,브랜드관심,1816678,61597,2741,16789831,59575435,무신사,정하늘
MKT-2602-1543,02월_무신사_카카오_리타겟팅_1543,2026-02-16,2026-02-21,카카오,리타겟팅,이탈방지,516452,29768,2702,1863332,27590516,무신사,정하늘
MKT-2602-0229,02월_무신사_네이버_브랜딩_229,2026-02-20,2026-02-25,네이버,브랜딩,이탈방지,1730574,22977,122,22825464,45199190,무신사,박서연
MKT-2602-1501,02월_29CM_네이버_리타겟팅_1501,2026-02-19,2026-02-25,네이버,리타겟팅,VIP,123689,5844,305,1225035,14047574,29CM,김지현
MKT-2602-0422,02월_29CM_앱푸시_브랜딩_422,2026-02-16,2026-02-17,앱푸시,브랜딩,2030여성,2001932,28548,228,15391989,34256091,29CM,최유진
MKT-2602-1105,02월_무신사_CRM_퍼포먼스_1105,2026-02-08,2026-02-09,CRM,퍼포먼스,브랜드관심,691732,22039,1025,9258979,41613112,무신사,박서연
MKT-2602-1263,02월_무신사_인스타그램_리타겟팅_1263,2026-02-15,2026-02-20,인스타그램,리타겟팅,신규유입,3200547,203360,16606,28509680,396617364,무신사,김지현
MKT-2602-2165,02월_무신사_카카오_CRM_2165,2026-02-03,2026-02-13,카카오,CRM,브랜드관심,7532176,549161,58730,28510043,169901978,무신사,김지현
MKT-2602-2344,02월_29CM_CRM_CRM_2344,2026-02-18,2026-02-28,CRM,CRM,MZ남성,1871418,92210,13978,10144202,90096531,29CM,이준혁
MKT-2602-2267,02월_무신사_앱푸시_CRM_2267,2026-02-16,2026-02-19,앱푸시,CRM,이탈방지,972721,54281,5526,11665503,104599218,무신사,박서연
MKT-2602-0537,02월_29CM_틱톡_브랜딩_537,2026-02-12,2026-02-13,틱톡,브랜딩,신규유입,5050270,62431,855,24434727,41477272,29CM,박서연
MKT-2602-2481,02월_무신사_틱톡_CRM_2481,2026-02-18,2026-02-25,틱톡,CRM,2030여성,2029679,90616,7117,29763094,293329172,무신사,김지현
MKT-2602-0662,02월_29CM_인스타그램_퍼포먼스_662,2026-02-17,2026-02-27,인스타그램,퍼포먼스,2030여성,1455593,37118,1633,19387219,79254339,29CM,이준혁
MKT-2602-0637,02월_29CM_인스타그램_퍼포먼스_637,2026-02-03,2026-02-09,인스타그램,퍼포먼스,2030여성,754358,14358,357,8221004,49104146,29CM,최유진
MKT-2602-0369,02월_29CM_앱푸시_브랜딩_369,2026-02-14,2026-02-23,앱푸시,브랜딩,신규유입,1162754,9736,125,6977825,17975534,29CM,박서연
