주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
KK-260304-0054,2026-03-04,13:57,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,2,31800,63600,대구,배송완료
CM-260304-0023,2026-03-04,14:08,29CM,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,20300,20300,충북,배송중
KK-260304-0047,2026-03-04,14:23,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,인천,배송완료
MS-260304-0058,2026-03-04,15:16,무신사,섬유향수,요이 섬유향수,LB-FF-007,3,15000,45000,서울,반품완료
KK-260304-0055,2026-03-04,15:18,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,충남,배송완료
KK-260304-0060,2026-03-04,15:23,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,인천,배송완료
MS-260304-0066,2026-03-04,15:41,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,2,19900,39800,경북,배송완료
KK-260304-0046,2026-03-04,16:09,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,전북,배송완료
LB-260304-0031,2026-03-04,16:10,자사몰,섬유향수,헤베 섬유향수,LB-FF-004,2,15800,31600,경기,교환완료
MS-260304-0061,2026-03-04,16:27,무신사,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,52200,52200,서울,배송완료
MS-260304-0065,2026-03-04,16:39,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35100,35100,경기,배송중
MS-260304-0056,2026-03-04,16:48,무신사,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,22800,22800,경기,배송완료
MS-260304-0060,2026-03-04,16:52,무신사,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,56000,56000,서울,배송완료
MS-260304-0057,2026-03-04,17:44,무신사,섬유향수,칠 섬유향수,LB-FF-003,2,15000,30000,경기,배송완료
OY-260304-0041,2026-03-04,17:46,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,전북,배송완료
CM-260304-0019,2026-03-04,18:05,29CM,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,20300,20300,경기,배송완료
LB-260304-0027,2026-03-04,18:10,자사몰,디퓨저,와일드 가든 디퓨저,LB-DF-003,1,21000,21000,경북,배송완료
MS-260304-0063,2026-03-04,18:13,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15000,30000,제주,배송완료
OY-260304-0045,2026-03-04,18:19,올리브영,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,경기,배송완료
KK-260304-0052,2026-03-04,18:23,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,전남,배송중
OY-260304-0042,2026-03-04,18:46,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,경남,배송완료
KK-260304-0058,2026-03-04,19:16,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,2,31600,63200,부산,교환완료
KK-260304-0053,2026-03-04,19:23,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,교환완료
CM-260304-0022,2026-03-04,19:32,29CM,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,57200,57200,인천,배송완료
MS-260304-0071,2026-03-04,19:46,무신사,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,19900,19900,충북,반품완료
LB-260304-0029,2026-03-04,19:52,자사몰,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,인천,배송완료
MS-260304-0072,2026-03-04,19:58,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,경기,배송완료
OY-260304-0035,2026-03-04,20:47,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,제주,배송중
OY-260304-0040,2026-03-04,21:03,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,세종,배송중
MS-260304-0053,2026-03-04,21:53,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,대구,배송완료
KK-260304-0061,2026-03-04,22:07,카카오선물하기,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,서울,배송완료
OY-260304-0043,2026-03-04,22:13,올리브영,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,인천,배송완료
KK-260304-0059,2026-03-04,23:29,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경기,배송완료
MS-260304-0069,2026-03-04,23:43,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15000,15000,인천,배송완료
MS-260305-0079,2026-03-05,01:24,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15000,30000,서울,배송완료
MS-260305-0078,2026-03-05,02:21,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15000,30000,대전,교환완료
MS-260305-0081,2026-03-05,05:22,무신사,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,56000,56000,대구,배송중
LB-260305-0037,2026-03-05,05:28,자사몰,향수,스노우 사이 오 드 퍼퓸,LB-EDP-001,1,55000,55000,서울,배송완료
OY-260305-0047,2026-03-05,08:43,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경기,배송완료
MS-260305-0087,2026-03-05,08:48,무신사,선물세트,섬유향수&핸드크림 세트,LB-SET-002,2,30200,60400,경기,배송완료
MS-260305-0073,2026-03-05,09:15,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,1,15000,15000,서울,배송완료
OY-260305-0050,2026-03-05,10:08,올리브영,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,16000,16000,경기,배송완료
MS-260305-0086,2026-03-05,10:13,무신사,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,15200,15200,충북,배송완료
OY-260305-0052,2026-03-05,10:21,올리브영,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,부산,배송완료
MS-260305-0075,2026-03-05,10:35,무신사,섬유향수,헤베 섬유향수,LB-FF-004,2,15000,30000,부산,배송완료
OY-260305-0046,2026-03-05,11:11,올리브영,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,21000,21000,경기,배송중
CM-260305-0028,2026-03-05,11:11,29CM,선물세트,섬유향수 듀오 세트,LB-SET-001,1,30600,30600,광주,반품완료
MS-260305-0084,2026-03-05,11:17,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,서울,배송완료
KK-260305-0063,2026-03-05,11:29,카카오선물하기,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,2,55000,110000,경남,배송중
CM-260305-0027,2026-03-05,12:15,29CM,섬유향수,사이 섬유향수,LB-FF-001,1,15300,15300,서울,배송완료
MS-260305-0077,2026-03-05,12:31,무신사,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,3,15200,45600,서울,배송완료
KK-260305-0069,2026-03-05,12:38,카카오선물하기,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,59000,59000,인천,배송완료
CM-260305-0030,2026-03-05,13:09,29CM,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35800,35800,서울,배송완료
LB-260305-0038,2026-03-05,13:09,자사몰,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,37000,37000,서울,배송완료
OY-260305-0048,2026-03-05,13:12,올리브영,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,2,16000,32000,대전,배송완료
MS-260305-0085,2026-03-05,13:31,무신사,향수,그린 사운즈 오 드 퍼퓸,LB-EDP-003,1,56000,56000,서울,배송완료
KK-260305-0071,2026-03-05,13:36,카카오선물하기,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,충북,배송완료
KK-260305-0066,2026-03-05,13:45,카카오선물하기,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,1,45000,45000,경기,교환완료
MS-260305-0088,2026-03-05,13:51,무신사,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15000,30000,경남,배송완료
KK-260305-0064,2026-03-05,14:05,카카오선물하기,섬유향수,요이 섬유향수,LB-FF-007,2,15800,31600,경기,배송완료
LB-260305-0034,2026-03-05,15:10,자사몰,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경기,배송중
LB-260305-0035,2026-03-05,17:19,자사몰,섬유향수,사이 섬유향수,LB-FF-001,1,15800,15800,대구,배송완료
LB-260305-0032,2026-03-05,17:33,자사몰,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,1,24000,24000,서울,배송완료
KK-260305-0062,2026-03-05,18:22,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,전남,반품완료
CM-260305-0031,2026-03-05,18:22,29CM,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,20300,20300,서울,배송중
MS-260305-0074,2026-03-05,18:31,무신사,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,32300,32300,경기,배송완료
KK-260305-0068,2026-03-05,18:51,카카오선물하기,핸드크림,바질 인스파이어 핸드크림,LB-HC-001,1,16000,16000,경기,배송완료
CM-260305-0026,2026-03-05,18:59,29CM,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,57200,57200,서울,배송완료
LB-260305-0033,2026-03-05,19:00,자사몰,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,경남,배송완료
MS-260305-0083,2026-03-05,19:19,무신사,섬유향수,헤베 섬유향수,LB-FF-004,2,15000,30000,경기,배송중
KK-260305-0070,2026-03-05,19:24,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,경기,반품완료
KK-260305-0067,2026-03-05,19:46,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,인천,교환완료
KK-260305-0065,2026-03-05,19:51,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,2,36800,73600,부산,배송완료
LB-260305-0036,2026-03-05,20:01,자사몰,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,2,37000,74000,서울,배송완료
MS-260305-0082,2026-03-05,20:07,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35100,35100,서울,배송중
CM-260305-0032,2026-03-05,20:14,29CM,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,20300,20300,서울,배송완료
CM-260305-0029,2026-03-05,20:28,29CM,디퓨저,메이 라일락 디퓨저,LB-DF-004,1,20300,20300,충북,배송완료
OY-260305-0051,2026-03-05,20:42,올리브영,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,경기,배송완료
OY-260305-0049,2026-03-05,20:49,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,2,15800,31600,경기,배송완료
MS-260305-0089,2026-03-05,21:21,무신사,핸드크림,티 슬로우 핸드크림,LB-HC-002,1,15200,15200,서울,배송완료
MS-260305-0080,2026-03-05,21:28,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,1,35100,35100,대전,배송완료
MS-260305-0076,2026-03-05,22:20,무신사,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,34900,34900,서울,배송완료
OY-260305-0053,2026-03-05,22:33,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,3,16000,48000,서울,배송완료
MS-260306-0094,2026-03-06,01:26,무신사,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,2,52200,104400,경기,배송완료
OY-260306-0054,2026-03-06,02:46,올리브영,향수,아트 북 오 드 퍼퓸,LB-EDP-009,1,59000,59000,서울,배송완료
KK-260306-0079,2026-03-06,07:01,카카오선물하기,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,대전,배송완료
CM-260306-0040,2026-03-06,07:54,29CM,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,2,53300,106600,대전,배송완료
LB-260306-0043,2026-03-06,08:15,자사몰,선물세트,룸스프레이&디퓨저 세트,LB-SET-005,2,45000,90000,부산,배송완료
CM-260306-0036,2026-03-06,09:06,29CM,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,23200,23200,서울,배송완료
CM-260306-0042,2026-03-06,09:35,29CM,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,23200,23200,경기,배송완료
MS-260306-0093,2026-03-06,09:45,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,대전,배송완료
OY-260306-0056,2026-03-06,10:09,올리브영,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,1,55000,55000,광주,배송완료
CM-260306-0033,2026-03-06,10:43,29CM,섬유향수,헤베 섬유향수,LB-FF-004,3,15300,45900,울산,배송완료
CM-260306-0041,2026-03-06,10:47,29CM,섬유향수,사이 섬유향수,LB-FF-001,1,15300,15300,경기,교환완료
MS-260306-0099,2026-03-06,11:06,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,부산,배송완료
CM-260306-0037,2026-03-06,11:21,29CM,섬유향수,요이 섬유향수,LB-FF-007,2,15300,30600,경기,반품완료
OY-260306-0059,2026-03-06,11:29,올리브영,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,1,24000,24000,서울,반품완료
MS-260306-0092,2026-03-06,11:40,무신사,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,3,56000,168000,서울,배송완료
OY-260306-0058,2026-03-06,11:50,올리브영,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,서울,배송완료
MS-260306-0098,2026-03-06,12:06,무신사,섬유향수,헤베 섬유향수,LB-FF-004,1,15000,15000,경기,배송완료
KK-260306-0074,2026-03-06,12:08,카카오선물하기,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,31800,31800,서울,배송완료
OY-260306-0055,2026-03-06,12:50,올리브영,섬유향수,선 드라이 코튼 섬유향수,LB-FF-009,1,15800,15800,경기,배송완료
MS-260306-0091,2026-03-06,14:22,무신사,룸스프레이,포레스트 던 룸스프레이,LB-RS-003,2,22800,45600,서울,배송완료
KK-260306-0072,2026-03-06,15:03,카카오선물하기,선물세트,섬유향수 듀오 세트,LB-SET-001,1,31600,31600,부산,배송완료
LB-260306-0041,2026-03-06,15:26,자사몰,향수,플라워 소사이어티 오 드 퍼퓸,LB-EDP-007,1,59000,59000,서울,배송완료
LB-260306-0040,2026-03-06,15:54,자사몰,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,2,16000,32000,경남,배송중
LB-260306-0044,2026-03-06,15:58,자사몰,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,부산,배송완료
KK-260306-0078,2026-03-06,16:22,카카오선물하기,선물세트,아로마 오일 롤온&괄사 세트,LB-SET-003,1,34000,34000,경기,배송완료
MS-260306-0096,2026-03-06,17:25,무신사,디퓨저,타이니데스크 콜라보 디퓨저,LB-DF-005,3,35100,105300,경남,배송완료
MS-260306-0100,2026-03-06,17:25,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,서울,교환완료
MS-260306-0095,2026-03-06,17:35,무신사,선물세트,섬유향수&핸드크림 세트,LB-SET-002,1,30200,30200,서울,배송완료
MS-260306-0090,2026-03-06,17:39,무신사,섬유향수,사이 섬유향수,LB-FF-001,1,15000,15000,전북,반품완료
OY-260306-0057,2026-03-06,17:42,올리브영,섬유향수,요이 섬유향수,LB-FF-007,1,15800,15800,경기,교환완료
KK-260306-0075,2026-03-06,17:45,카카오선물하기,향수,스팀 글로스 오 드 퍼퓸,LB-EDP-005,1,55000,55000,경기,배송완료
KK-260306-0077,2026-03-06,18:13,카카오선물하기,룸스프레이,소호 유자 룸스프레이,LB-RS-002,1,24000,24000,서울,배송완료
CM-260306-0038,2026-03-06,18:30,29CM,향수,캠퍼스 피크닉 오 드 퍼퓸,LB-EDP-006,1,53300,53300,경기,배송완료
MS-260306-0101,2026-03-06,18:32,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,경기,교환완료
CM-260306-0039,2026-03-06,19:20,29CM,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,3,53300,159900,경기,배송완료
KK-260306-0076,2026-03-06,19:37,카카오선물하기,섬유향수,와일드 가든 섬유향수,LB-FF-006,1,15800,15800,부산,배송완료
OY-260306-0061,2026-03-06,20:39,올리브영,디퓨저,탠저린 블랙 디퓨저,LB-DF-002,1,21000,21000,서울,배송완료
CM-260306-0035,2026-03-06,20:43,29CM,향수,로즈 제스트 오 드 퍼퓸,LB-EDP-004,1,57200,57200,충남,배송완료
MS-260306-0097,2026-03-06,21:05,무신사,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,52200,52200,서울,배송완료
LB-260306-0039,2026-03-06,21:11,자사몰,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,서울,배송완료
KK-260306-0073,2026-03-06,21:28,카카오선물하기,디퓨저,포레스트 던 디퓨저,LB-DF-001,1,21000,21000,경기,배송완료
OY-260306-0060,2026-03-06,21:37,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,2,16000,32000,서울,배송완료
CM-260306-0034,2026-03-06,21:43,29CM,향수,티 슬로우 오 드 퍼퓸,LB-EDP-008,1,53300,53300,전남,배송중
LB-260306-0042,2026-03-06,21:55,자사몰,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,부산,배송중
CM-260306-0043,2026-03-06,22:32,29CM,섬유향수,헤베 섬유향수,LB-FF-004,2,15300,30600,부산,배송완료
OY-260307-0076,2026-03-07,02:30,올리브영,섬유향수,헤베 섬유향수,LB-FF-004,1,15800,15800,서울,교환완료
MS-260307-0120,2026-03-07,04:44,무신사,섬유향수,와일드 가든 섬유향수,LB-FF-006,2,15000,30000,경기,교환완료
LB-260307-0053,2026-03-07,06:42,자사몰,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,대구,배송완료
MS-260307-0115,2026-03-07,06:49,무신사,섬유향수,칠 섬유향수,LB-FF-003,1,15000,15000,경남,배송완료
MS-260307-0102,2026-03-07,07:55,무신사,선물세트,섬유향수&디퓨저 세트,LB-SET-004,2,34900,69800,제주,배송완료
OY-260307-0066,2026-03-07,07:56,올리브영,섬유향수,민티 섬유향수,LB-FF-008,1,15800,15800,경남,배송완료
OY-260307-0074,2026-03-07,08:42,올리브영,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,3,24000,72000,서울,배송중
KK-260307-0080,2026-03-07,08:53,카카오선물하기,룸스프레이,스틸 웨이브 룸스프레이,LB-RS-001,3,24000,72000,부산,배송완료
MS-260307-0111,2026-03-07,08:57,무신사,섬유향수,선 드라이 섬유향수,LB-FF-005,2,15000,30000,서울,배송완료
MS-260307-0109,2026-03-07,09:51,무신사,향수,클라우드 사이 오 드 퍼퓸,LB-EDP-002,1,52200,52200,서울,배송완료
KK-260307-0084,2026-03-07,10:05,카카오선물하기,선물세트,섬유향수&디퓨저 세트,LB-SET-004,1,36800,36800,대구,배송완료
OY-260307-0068,2026-03-07,10:15,올리브영,핸드크림,플라워 소사이어티 핸드크림,LB-HC-003,1,16000,16000,경기,배송완료
OY-260307-0071,2026-03-07,10:20,올리브영,섬유향수,칠 섬유향수,LB-FF-003,1,15800,15800,전남,배송완료
MS-260307-0116,2026-03-07,10:52,무신사,섬유향수,크리미 우드 섬유향수,LB-FF-002,1,15000,15000,서울,배송완료
